obs,icd10,icd10_label,valid_fy,valid_fy,mce_age_condition,mce_sex_condition,mce_age_condition,mce_sex_condition,mce_age_condition,mce_sex_condition,cc_age_split,cc_sex_split,cc,second_cc,third_cc,footnote
9965,S72041A,"Displaced fracture of base of neck of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9966,S72041B,"Displaced fracture of base of neck of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9967,S72041C,"Displaced fracture of base of neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9968,S72042A,"Displaced fracture of base of neck of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9969,S72042B,"Displaced fracture of base of neck of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9970,S72042C,"Displaced fracture of base of neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9971,S72043A,"Displaced fracture of base of neck of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9972,S72043B,"Displaced fracture of base of neck of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9973,S72043C,"Displaced fracture of base of neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9974,S72044A,"Nondisplaced fracture of base of neck of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9975,S72044B,"Nondisplaced fracture of base of neck of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9976,S72044C,"Nondisplaced fracture of base of neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9977,S72045A,"Nondisplaced fracture of base of neck of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9978,S72045B,"Nondisplaced fracture of base of neck of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9979,S72045C,"Nondisplaced fracture of base of neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9980,S72046A,"Nondisplaced fracture of base of neck of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9981,S72046B,"Nondisplaced fracture of base of neck of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9982,S72046C,"Nondisplaced fracture of base of neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9983,S72051A,"Unspecified fracture of head of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9984,S72051B,"Unspecified fracture of head of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9985,S72051C,"Unspecified fracture of head of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9986,S72052A,"Unspecified fracture of head of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9987,S72052B,"Unspecified fracture of head of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9988,S72052C,"Unspecified fracture of head of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9989,S72059A,"Unspecified fracture of head of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9990,S72059B,"Unspecified fracture of head of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9991,S72059C,"Unspecified fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9992,S72061A,"Displaced articular fracture of head of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9993,S72061B,"Displaced articular fracture of head of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9994,S72061C,"Displaced articular fracture of head of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9995,S72062A,"Displaced articular fracture of head of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9996,S72062B,"Displaced articular fracture of head of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9997,S72062C,"Displaced articular fracture of head of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9998,S72063A,"Displaced articular fracture of head of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9999,S72063B,"Displaced articular fracture of head of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10000,S72063C,"Displaced articular fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10001,S72064A,"Nondisplaced articular fracture of head of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10002,S72064B,"Nondisplaced articular fracture of head of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10003,S72064C,"Nondisplaced articular fracture of head of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10004,S72065A,"Nondisplaced articular fracture of head of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10005,S72065B,"Nondisplaced articular fracture of head of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10006,S72065C,"Nondisplaced articular fracture of head of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10007,S72066A,"Nondisplaced articular fracture of head of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10008,S72066B,"Nondisplaced articular fracture of head of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10009,S72066C,"Nondisplaced articular fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10010,S72091A,"Other fracture of head and neck of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10011,S72091B,"Other fracture of head and neck of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10012,S72091C,"Other fracture of head and neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10013,S72092A,"Other fracture of head and neck of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10014,S72092B,"Other fracture of head and neck of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10015,S72092C,"Other fracture of head and neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10016,S72099A,"Other fracture of head and neck of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10017,S72099B,"Other fracture of head and neck of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10018,S72099C,"Other fracture of head and neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10019,S72101A,"Unspecified trochanteric fracture of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10020,S72101B,"Unspecified trochanteric fracture of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10021,S72101C,"Unspecified trochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10022,S72102A,"Unspecified trochanteric fracture of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10023,S72102B,"Unspecified trochanteric fracture of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10024,S72102C,"Unspecified trochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10025,S72109A,"Unspecified trochanteric fracture of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10026,S72109B,"Unspecified trochanteric fracture of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10027,S72109C,"Unspecified trochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10028,S72111A,"Displaced fracture of greater trochanter of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10029,S72111B,"Displaced fracture of greater trochanter of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10030,S72111C,"Displaced fracture of greater trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10031,S72112A,"Displaced fracture of greater trochanter of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10032,S72112B,"Displaced fracture of greater trochanter of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10033,S72112C,"Displaced fracture of greater trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10034,S72113A,"Displaced fracture of greater trochanter of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10035,S72113B,"Displaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10036,S72113C,"Displaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10037,S72114A,"Nondisplaced fracture of greater trochanter of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10038,S72114B,"Nondisplaced fracture of greater trochanter of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10039,S72114C,"Nondisplaced fracture of greater trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10040,S72115A,"Nondisplaced fracture of greater trochanter of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10041,S72115B,"Nondisplaced fracture of greater trochanter of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10042,S72115C,"Nondisplaced fracture of greater trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10043,S72116A,"Nondisplaced fracture of greater trochanter of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10044,S72116B,"Nondisplaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10045,S72116C,"Nondisplaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10046,S72121A,"Displaced fracture of lesser trochanter of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10047,S72121B,"Displaced fracture of lesser trochanter of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10048,S72121C,"Displaced fracture of lesser trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10049,S72122A,"Displaced fracture of lesser trochanter of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10050,S72122B,"Displaced fracture of lesser trochanter of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10051,S72122C,"Displaced fracture of lesser trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10052,S72123A,"Displaced fracture of lesser trochanter of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10053,S72123B,"Displaced fracture of lesser trochanter of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10054,S72123C,"Displaced fracture of lesser trochanter of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10055,S72124A,"Nondisplaced fracture of lesser trochanter of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10056,S72124B,"Nondisplaced fracture of lesser trochanter of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10057,S72124C,"Nondisplaced fracture of lesser trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10058,S72125A,"Nondisplaced fracture of lesser trochanter of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10059,S72125B,"Nondisplaced fracture of lesser trochanter of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10060,S72125C,"Nondisplaced fracture of lesser trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10061,S72126A,"Nondisplaced fracture of lesser trochanter of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10062,S72126B,"Nondisplaced fracture of lesser trochanter of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10063,S72126C,"Nondisplaced fracture of lesser trochanter of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10064,S72131A,"Displaced apophyseal fracture of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10065,S72131B,"Displaced apophyseal fracture of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10066,S72131C,"Displaced apophyseal fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10067,S72132A,"Displaced apophyseal fracture of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10068,S72132B,"Displaced apophyseal fracture of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10069,S72132C,"Displaced apophyseal fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10070,S72133A,"Displaced apophyseal fracture of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10071,S72133B,"Displaced apophyseal fracture of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10072,S72133C,"Displaced apophyseal fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10073,S72134A,"Nondisplaced apophyseal fracture of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10074,S72134B,"Nondisplaced apophyseal fracture of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10075,S72134C,"Nondisplaced apophyseal fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10076,S72135A,"Nondisplaced apophyseal fracture of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10077,S72135B,"Nondisplaced apophyseal fracture of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10078,S72135C,"Nondisplaced apophyseal fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10079,S72136A,"Nondisplaced apophyseal fracture of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10080,S72136B,"Nondisplaced apophyseal fracture of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10081,S72136C,"Nondisplaced apophyseal fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10082,S72141A,"Displaced intertrochanteric fracture of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10083,S72141B,"Displaced intertrochanteric fracture of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10084,S72141C,"Displaced intertrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10085,S72142A,"Displaced intertrochanteric fracture of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10086,S72142B,"Displaced intertrochanteric fracture of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10087,S72142C,"Displaced intertrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10088,S72143A,"Displaced intertrochanteric fracture of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10089,S72143B,"Displaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10090,S72143C,"Displaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10091,S72144A,"Nondisplaced intertrochanteric fracture of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10092,S72144B,"Nondisplaced intertrochanteric fracture of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10093,S72144C,"Nondisplaced intertrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10094,S72145A,"Nondisplaced intertrochanteric fracture of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10095,S72145B,"Nondisplaced intertrochanteric fracture of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10096,S72145C,"Nondisplaced intertrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10097,S72146A,"Nondisplaced intertrochanteric fracture of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10098,S72146B,"Nondisplaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10099,S72146C,"Nondisplaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10100,S7221XA,"Displaced subtrochanteric fracture of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10101,S7221XB,"Displaced subtrochanteric fracture of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10102,S7221XC,"Displaced subtrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10103,S7222XA,"Displaced subtrochanteric fracture of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10104,S7222XB,"Displaced subtrochanteric fracture of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10105,S7222XC,"Displaced subtrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10106,S7223XA,"Displaced subtrochanteric fracture of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10107,S7223XB,"Displaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10108,S7223XC,"Displaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10109,S7224XA,"Nondisplaced subtrochanteric fracture of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10110,S7224XB,"Nondisplaced subtrochanteric fracture of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10111,S7224XC,"Nondisplaced subtrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10112,S7225XA,"Nondisplaced subtrochanteric fracture of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10113,S7225XB,"Nondisplaced subtrochanteric fracture of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10114,S7225XC,"Nondisplaced subtrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10115,S7226XA,"Nondisplaced subtrochanteric fracture of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10116,S7226XB,"Nondisplaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
10117,S7226XC,"Nondisplaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
10118,S78011A,"Complete traumatic amputation at right hip joint, initial encounter",Y,Y,,,,,,,,,234.0,,,
10119,S78011D,"Complete traumatic amputation at right hip joint, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10120,S78012A,"Complete traumatic amputation at left hip joint, initial encounter",Y,Y,,,,,,,,,234.0,,,
10121,S78012D,"Complete traumatic amputation at left hip joint, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10122,S78019A,"Complete traumatic amputation at unspecified hip joint, initial encounter",Y,Y,,,,,,,,,234.0,,,
10123,S78019D,"Complete traumatic amputation at unspecified hip joint, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10124,S78021A,"Partial traumatic amputation at right hip joint, initial encounter",Y,Y,,,,,,,,,234.0,,,
10125,S78021D,"Partial traumatic amputation at right hip joint, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10126,S78022A,"Partial traumatic amputation at left hip joint, initial encounter",Y,Y,,,,,,,,,234.0,,,
10127,S78022D,"Partial traumatic amputation at left hip joint, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10128,S78029A,"Partial traumatic amputation at unspecified hip joint, initial encounter",Y,Y,,,,,,,,,234.0,,,
10129,S78029D,"Partial traumatic amputation at unspecified hip joint, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10130,S78111A,"Complete traumatic amputation at level between right hip and knee, initial encounter",Y,Y,,,,,,,,,234.0,,,
10131,S78111D,"Complete traumatic amputation at level between right hip and knee, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10132,S78112A,"Complete traumatic amputation at level between left hip and knee, initial encounter",Y,Y,,,,,,,,,234.0,,,
10133,S78112D,"Complete traumatic amputation at level between left hip and knee, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10134,S78119A,"Complete traumatic amputation at level between unspecified hip and knee, initial encounter",Y,Y,,,,,,,,,234.0,,,
10135,S78119D,"Complete traumatic amputation at level between unspecified hip and knee, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10136,S78121A,"Partial traumatic amputation at level between right hip and knee, initial encounter",Y,Y,,,,,,,,,234.0,,,
10137,S78121D,"Partial traumatic amputation at level between right hip and knee, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10138,S78122A,"Partial traumatic amputation at level between left hip and knee, initial encounter",Y,Y,,,,,,,,,234.0,,,
10139,S78122D,"Partial traumatic amputation at level between left hip and knee, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10140,S78129A,"Partial traumatic amputation at level between unspecified hip and knee, initial encounter",Y,Y,,,,,,,,,234.0,,,
10141,S78129D,"Partial traumatic amputation at level between unspecified hip and knee, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10142,S78911A,"Complete traumatic amputation of right hip and thigh, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
10143,S78911D,"Complete traumatic amputation of right hip and thigh, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10144,S78912A,"Complete traumatic amputation of left hip and thigh, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
10145,S78912D,"Complete traumatic amputation of left hip and thigh, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10146,S78919A,"Complete traumatic amputation of unspecified hip and thigh, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
10147,S78919D,"Complete traumatic amputation of unspecified hip and thigh, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10148,S78921A,"Partial traumatic amputation of right hip and thigh, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
10149,S78921D,"Partial traumatic amputation of right hip and thigh, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10150,S78922A,"Partial traumatic amputation of left hip and thigh, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
10151,S78922D,"Partial traumatic amputation of left hip and thigh, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10152,S78929A,"Partial traumatic amputation of unspecified hip and thigh, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
10153,S78929D,"Partial traumatic amputation of unspecified hip and thigh, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10154,S79001A,"Unspecified physeal fracture of upper end of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10155,S79002A,"Unspecified physeal fracture of upper end of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10156,S79009A,"Unspecified physeal fracture of upper end of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10157,S79011A,"Salter-Harris Type I physeal fracture of upper end of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10158,S79012A,"Salter-Harris Type I physeal fracture of upper end of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10159,S79019A,"Salter-Harris Type I physeal fracture of upper end of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10160,S79091A,"Other physeal fracture of upper end of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10161,S79092A,"Other physeal fracture of upper end of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10162,S79099A,"Other physeal fracture of upper end of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
10163,S88011A,"Complete traumatic amputation at knee level, right lower leg, initial encounter",Y,Y,,,,,,,,,234.0,,,
10164,S88011D,"Complete traumatic amputation at knee level, right lower leg, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10165,S88012A,"Complete traumatic amputation at knee level, left lower leg, initial encounter",Y,Y,,,,,,,,,234.0,,,
10166,S88012D,"Complete traumatic amputation at knee level, left lower leg, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10167,S88019A,"Complete traumatic amputation at knee level, unspecified lower leg, initial encounter",Y,Y,,,,,,,,,234.0,,,
10168,S88019D,"Complete traumatic amputation at knee level, unspecified lower leg, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10169,S88021A,"Partial traumatic amputation at knee level, right lower leg, initial encounter",Y,Y,,,,,,,,,234.0,,,
10170,S88021D,"Partial traumatic amputation at knee level, right lower leg, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10171,S88022A,"Partial traumatic amputation at knee level, left lower leg, initial encounter",Y,Y,,,,,,,,,234.0,,,
10172,S88022D,"Partial traumatic amputation at knee level, left lower leg, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10173,S88029A,"Partial traumatic amputation at knee level, unspecified lower leg, initial encounter",Y,Y,,,,,,,,,234.0,,,
10174,S88029D,"Partial traumatic amputation at knee level, unspecified lower leg, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
10175,S88111A,"Complete traumatic amputation at level between knee and ankle, right lower leg, initial encounter",Y,Y,,,,,,,,,234.0,,,
