obs,icd10,icd10_label,valid_fy,valid_fy,mce_age_condition,mce_sex_condition,cc_age_split,cc_sex_split,cc,second_cc,third_cc,footnote
10789,T43022A,"Poisoning by tetracyclic antidepressants, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10790,T431X2A,"Poisoning by monoamine-oxidase-inhibitor antidepressants, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10791,T43202A,"Poisoning by unspecified antidepressants, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10792,T43212A,"Poisoning by selective serotonin and norepinephrine reuptake inhibitors, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10793,T43222A,"Poisoning by selective serotonin reuptake inhibitors, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10794,T43292A,"Poisoning by other antidepressants, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10795,T433X2A,"Poisoning by phenothiazine antipsychotics and neuroleptics, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10796,T434X2A,"Poisoning by butyrophenone and thiothixene neuroleptics, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10797,T43502A,"Poisoning by unspecified antipsychotics and neuroleptics, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10798,T43592A,"Poisoning by other antipsychotics and neuroleptics, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10799,T43601A,"Poisoning by unspecified psychostimulants, accidental (unintentional), initial encounter",Y,Y,,,,,82.0,,,
10800,T43602A,"Poisoning by unspecified psychostimulants, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10801,T43604A,"Poisoning by unspecified psychostimulants, undetermined, initial encounter",Y,Y,,,,,82.0,,,
10802,T43611A,"Poisoning by caffeine, accidental (unintentional), initial encounter",Y,Y,,,,,82.0,,,
10803,T43612A,"Poisoning by caffeine, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10804,T43614A,"Poisoning by caffeine, undetermined, initial encounter",Y,Y,,,,,82.0,,,
10805,T43621A,"Poisoning by amphetamines, accidental (unintentional), initial encounter",Y,Y,,,,,82.0,,,
10806,T43622A,"Poisoning by amphetamines, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10807,T43624A,"Poisoning by amphetamines, undetermined, initial encounter",Y,Y,,,,,82.0,,,
10808,T43631A,"Poisoning by methylphenidate, accidental (unintentional), initial encounter",Y,Y,,,,,82.0,,,
10809,T43632A,"Poisoning by methylphenidate, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10810,T43634A,"Poisoning by methylphenidate, undetermined, initial encounter",Y,Y,,,,,82.0,,,
10811,T43641A,"Poisoning by ecstasy, accidental (unintentional), initial encounter",Y,Y,,,,,82.0,,,
10812,T43642A,"Poisoning by ecstasy, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10813,T43644A,"Poisoning by ecstasy, undetermined, initial encounter",Y,Y,,,,,82.0,,,
10814,T43651A,"Poisoning by methamphetamines accidental (unintentional), initial encounter",Y,Y,,,,,82.0,,,
10815,T43652A,"Poisoning by methamphetamines intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10816,T43654A,"Poisoning by methamphetamines, undetermined, initial encounter",Y,Y,,,,,82.0,,,
10817,T43691A,"Poisoning by other psychostimulants, accidental (unintentional), initial encounter",Y,Y,,,,,82.0,,,
10818,T43692A,"Poisoning by other psychostimulants, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10819,T43694A,"Poisoning by other psychostimulants, undetermined, initial encounter",Y,Y,,,,,82.0,,,
10820,T438X2A,"Poisoning by other psychotropic drugs, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10821,T4392XA,"Poisoning by unspecified psychotropic drug, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10822,T440X2A,"Poisoning by anticholinesterase agents, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10823,T441X2A,"Poisoning by other parasympathomimetics [cholinergics], intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10824,T442X2A,"Poisoning by ganglionic blocking drugs, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10825,T443X2A,"Poisoning by other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10826,T444X2A,"Poisoning by predominantly alpha-adrenoreceptor agonists, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10827,T445X2A,"Poisoning by predominantly beta-adrenoreceptor agonists, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10828,T446X2A,"Poisoning by alpha-adrenoreceptor antagonists, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10829,T447X2A,"Poisoning by beta-adrenoreceptor antagonists, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10830,T448X2A,"Poisoning by centrally-acting and adrenergic-neuron-blocking agents, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10831,T44902A,"Poisoning by unspecified drugs primarily affecting the autonomic nervous system, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10832,T44992A,"Poisoning by other drug primarily affecting the autonomic nervous system, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10833,T450X2A,"Poisoning by antiallergic and antiemetic drugs, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10834,T451X2A,"Poisoning by antineoplastic and immunosuppressive drugs, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10835,T452X2A,"Poisoning by vitamins, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10836,T453X2A,"Poisoning by enzymes, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10837,T454X2A,"Poisoning by iron and its compounds, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10838,T45512A,"Poisoning by anticoagulants, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10839,T45522A,"Poisoning by antithrombotic drugs, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10840,T45602A,"Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10841,T45612A,"Poisoning by thrombolytic drug, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10842,T45622A,"Poisoning by hemostatic drug, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10843,T45692A,"Poisoning by other fibrinolysis-affecting drugs, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10844,T457X2A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10845,T458X2A,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10846,T4592XA,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10847,T45AX2A,"Poisoning by immune checkpoint inhibitors and immunostimulant drugs, intentional self-harm, initial encounter",N,Y,,,age >= 2,,88.0,,,
10848,T460X2A,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10849,T461X2A,"Poisoning by calcium-channel blockers, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10850,T462X2A,"Poisoning by other antidysrhythmic drugs, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10851,T463X2A,"Poisoning by coronary vasodilators, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10852,T464X2A,"Poisoning by angiotensin-converting-enzyme inhibitors, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10853,T465X2A,"Poisoning by other antihypertensive drugs, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10854,T466X2A,"Poisoning by antihyperlipidemic and antiarteriosclerotic drugs, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10855,T467X2A,"Poisoning by peripheral vasodilators, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10856,T468X2A,"Poisoning by antivaricose drugs, including sclerosing agents, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10857,T46902A,"Poisoning by unspecified agents primarily affecting the cardiovascular system, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10858,T46992A,"Poisoning by other agents primarily affecting the cardiovascular system, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10859,T470X2A,"Poisoning by histamine H2-receptor blockers, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10860,T471X2A,"Poisoning by other antacids and anti-gastric-secretion drugs, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10861,T472X2A,"Poisoning by stimulant laxatives, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10862,T473X2A,"Poisoning by saline and osmotic laxatives, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10863,T474X2A,"Poisoning by other laxatives, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10864,T475X2A,"Poisoning by digestants, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10865,T476X2A,"Poisoning by antidiarrheal drugs, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10866,T477X2A,"Poisoning by emetics, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10867,T478X2A,"Poisoning by other agents primarily affecting gastrointestinal system, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10868,T4792XA,"Poisoning by unspecified agents primarily affecting the gastrointestinal system, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10869,T480X2A,"Poisoning by oxytocic drugs, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10870,T481X2A,"Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10871,T48202A,"Poisoning by unspecified drugs acting on muscles, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10872,T48292A,"Poisoning by other drugs acting on muscles, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10873,T483X2A,"Poisoning by antitussives, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10874,T484X2A,"Poisoning by expectorants, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10875,T485X2A,"Poisoning by other anti-common-cold drugs, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10876,T486X2A,"Poisoning by antiasthmatics, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10877,T48902A,"Poisoning by unspecified agents primarily acting on the respiratory system, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10878,T48992A,"Poisoning by other agents primarily acting on the respiratory system, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10879,T490X2A,"Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10880,T491X2A,"Poisoning by antipruritics, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10881,T492X2A,"Poisoning by local astringents and local detergents, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10882,T493X2A,"Poisoning by emollients, demulcents and protectants, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10883,T494X2A,"Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10884,T495X2A,"Poisoning by ophthalmological drugs and preparations, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10885,T496X2A,"Poisoning by otorhinolaryngological drugs and preparations, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10886,T497X2A,"Poisoning by dental drugs, topically applied, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10887,T498X2A,"Poisoning by other topical agents, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10888,T4992XA,"Poisoning by unspecified topical agent, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10889,T500X2A,"Poisoning by mineralocorticoids and their antagonists, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10890,T501X2A,"Poisoning by loop [high-ceiling] diuretics, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10891,T502X2A,"Poisoning by carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10892,T503X2A,"Poisoning by electrolytic, caloric and water-balance agents, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10893,T504X2A,"Poisoning by drugs affecting uric acid metabolism, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10894,T505X2A,"Poisoning by appetite depressants, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10895,T506X2A,"Poisoning by antidotes and chelating agents, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10896,T507X2A,"Poisoning by analeptics and opioid receptor antagonists, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10897,T508X2A,"Poisoning by diagnostic agents, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10898,T50902A,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10899,T50912A,"Poisoning by multiple unspecified drugs, medicaments and biological substances, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10900,T50992A,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10901,T50A12A,"Poisoning by pertussis vaccine, including combinations with a pertussis component, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10902,T50A22A,"Poisoning by mixed bacterial vaccines without a pertussis component, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10903,T50A92A,"Poisoning by other bacterial vaccines, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10904,T50B12A,"Poisoning by smallpox vaccines, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10905,T50B92A,"Poisoning by other viral vaccines, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10906,T50Z12A,"Poisoning by immunoglobulin, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10907,T50Z92A,"Poisoning by other vaccines and biological substances, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10908,T510X2A,"Toxic effect of ethanol, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10909,T511X2A,"Toxic effect of methanol, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10910,T512X2A,"Toxic effect of 2-Propanol, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10911,T513X2A,"Toxic effect of fusel oil, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10912,T518X2A,"Toxic effect of other alcohols, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10913,T5192XA,"Toxic effect of unspecified alcohol, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10914,T520X2A,"Toxic effect of petroleum products, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10915,T521X2A,"Toxic effect of benzene, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10916,T522X2A,"Toxic effect of homologues of benzene, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10917,T523X2A,"Toxic effect of glycols, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10918,T524X2A,"Toxic effect of ketones, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10919,T528X2A,"Toxic effect of other organic solvents, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10920,T5292XA,"Toxic effect of unspecified organic solvent, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10921,T530X2A,"Toxic effect of carbon tetrachloride, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10922,T531X2A,"Toxic effect of chloroform, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10923,T532X2A,"Toxic effect of trichloroethylene, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10924,T533X2A,"Toxic effect of tetrachloroethylene, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10925,T534X2A,"Toxic effect of dichloromethane, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10926,T535X2A,"Toxic effect of chlorofluorocarbons, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10927,T536X2A,"Toxic effect of other halogen derivatives of aliphatic hydrocarbons, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10928,T537X2A,"Toxic effect of other halogen derivatives of aromatic hydrocarbons, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10929,T5392XA,"Toxic effect of unspecified halogen derivatives of aliphatic and aromatic hydrocarbons, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10930,T540X2A,"Toxic effect of phenol and phenol homologues, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10931,T541X2A,"Toxic effect of other corrosive organic compounds, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10932,T542X2A,"Toxic effect of corrosive acids and acid-like substances, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10933,T543X2A,"Toxic effect of corrosive alkalis and alkali-like substances, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10934,T5492XA,"Toxic effect of unspecified corrosive substance, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10935,T550X2A,"Toxic effect of soaps, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10936,T551X2A,"Toxic effect of detergents, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10937,T560X2A,"Toxic effect of lead and its compounds, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10938,T561X2A,"Toxic effect of mercury and its compounds, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10939,T562X2A,"Toxic effect of chromium and its compounds, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10940,T563X2A,"Toxic effect of cadmium and its compounds, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10941,T564X2A,"Toxic effect of copper and its compounds, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10942,T565X2A,"Toxic effect of zinc and its compounds, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10943,T566X2A,"Toxic effect of tin and its compounds, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10944,T567X2A,"Toxic effect of beryllium and its compounds, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10945,T56812A,"Toxic effect of thallium, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10946,T56822A,"Toxic effect of gadolinium, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10947,T56892A,"Toxic effect of other metals, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10948,T5692XA,"Toxic effect of unspecified metal, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10949,T570X2A,"Toxic effect of arsenic and its compounds, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10950,T571X2A,"Toxic effect of phosphorus and its compounds, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10951,T572X2A,"Toxic effect of manganese and its compounds, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10952,T573X2A,"Toxic effect of hydrogen cyanide, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10953,T578X2A,"Toxic effect of other specified inorganic substances, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10954,T5792XA,"Toxic effect of unspecified inorganic substance, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10955,T5802XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10956,T5812XA,"Toxic effect of carbon monoxide from utility gas, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10957,T582X2A,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10958,T588X2A,"Toxic effect of carbon monoxide from other source, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10959,T5892XA,"Toxic effect of carbon monoxide from unspecified source, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10960,T590X2A,"Toxic effect of nitrogen oxides, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10961,T591X2A,"Toxic effect of sulfur dioxide, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10962,T592X2A,"Toxic effect of formaldehyde, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10963,T593X2A,"Toxic effect of lacrimogenic gas, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10964,T594X2A,"Toxic effect of chlorine gas, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10965,T595X2A,"Toxic effect of fluorine gas and hydrogen fluoride, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10966,T596X2A,"Toxic effect of hydrogen sulfide, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10967,T597X2A,"Toxic effect of carbon dioxide, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10968,T59812A,"Toxic effect of smoke, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10969,T59892A,"Toxic effect of other specified gases, fumes and vapors, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10970,T5992XA,"Toxic effect of unspecified gases, fumes and vapors, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10971,T600X2A,"Toxic effect of organophosphate and carbamate insecticides, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10972,T601X2A,"Toxic effect of halogenated insecticides, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10973,T602X2A,"Toxic effect of other insecticides, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10974,T603X2A,"Toxic effect of herbicides and fungicides, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10975,T604X2A,"Toxic effect of rodenticides, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10976,T608X2A,"Toxic effect of other pesticides, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10977,T6092XA,"Toxic effect of unspecified pesticide, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10978,T6102XA,"Ciguatera fish poisoning, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10979,T6112XA,"Scombroid fish poisoning, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10980,T61772A,"Other fish poisoning, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10981,T61782A,"Other shellfish poisoning, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10982,T618X2A,"Toxic effect of other seafood, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10983,T6192XA,"Toxic effect of unspecified seafood, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10984,T620X2A,"Toxic effect of ingested mushrooms, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10985,T621X2A,"Toxic effect of ingested berries, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10986,T622X2A,"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10987,T628X2A,"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10988,T6292XA,"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10989,T63002A,"Toxic effect of unspecified snake venom, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10990,T63012A,"Toxic effect of rattlesnake venom, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10991,T63022A,"Toxic effect of coral snake venom, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10992,T63032A,"Toxic effect of taipan venom, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10993,T63042A,"Toxic effect of cobra venom, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10994,T63062A,"Toxic effect of venom of other North and South American snake, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10995,T63072A,"Toxic effect of venom of other Australian snake, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10996,T63082A,"Toxic effect of venom of other African and Asian snake, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10997,T63092A,"Toxic effect of venom of other snake, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10998,T63112A,"Toxic effect of venom of gila monster, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
10999,T63122A,"Toxic effect of venom of other venomous lizard, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11000,T63192A,"Toxic effect of venom of other reptiles, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11001,T632X2A,"Toxic effect of venom of scorpion, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11002,T63302A,"Toxic effect of unspecified spider venom, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11003,T63312A,"Toxic effect of venom of black widow spider, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11004,T63322A,"Toxic effect of venom of tarantula, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11005,T63332A,"Toxic effect of venom of brown recluse spider, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11006,T63392A,"Toxic effect of venom of other spider, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11007,T63412A,"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
11008,T63422A,"Toxic effect of venom of ants, intentional self-harm, initial encounter",Y,Y,,,age >= 2,,88.0,,,
