obs,icd10,icd10_label,valid_fy,valid_fy,mce_age_condition,mce_sex_condition,mce_age_condition,mce_sex_condition,mce_age_condition,mce_sex_condition,cc_age_split,cc_sex_split,cc,second_cc,third_cc,footnote
9432,S48021A,"Partial traumatic amputation at right shoulder joint, initial encounter",Y,Y,,,,,,,,,234.0,,,
9433,S48021D,"Partial traumatic amputation at right shoulder joint, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9434,S48022A,"Partial traumatic amputation at left shoulder joint, initial encounter",Y,Y,,,,,,,,,234.0,,,
9435,S48022D,"Partial traumatic amputation at left shoulder joint, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9436,S48029A,"Partial traumatic amputation at unspecified shoulder joint, initial encounter",Y,Y,,,,,,,,,234.0,,,
9437,S48029D,"Partial traumatic amputation at unspecified shoulder joint, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9438,S48111A,"Complete traumatic amputation at level between right shoulder and elbow, initial encounter",Y,Y,,,,,,,,,234.0,,,
9439,S48111D,"Complete traumatic amputation at level between right shoulder and elbow, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9440,S48112A,"Complete traumatic amputation at level between left shoulder and elbow, initial encounter",Y,Y,,,,,,,,,234.0,,,
9441,S48112D,"Complete traumatic amputation at level between left shoulder and elbow, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9442,S48119A,"Complete traumatic amputation at level between unspecified shoulder and elbow, initial encounter",Y,Y,,,,,,,,,234.0,,,
9443,S48119D,"Complete traumatic amputation at level between unspecified shoulder and elbow, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9444,S48121A,"Partial traumatic amputation at level between right shoulder and elbow, initial encounter",Y,Y,,,,,,,,,234.0,,,
9445,S48121D,"Partial traumatic amputation at level between right shoulder and elbow, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9446,S48122A,"Partial traumatic amputation at level between left shoulder and elbow, initial encounter",Y,Y,,,,,,,,,234.0,,,
9447,S48122D,"Partial traumatic amputation at level between left shoulder and elbow, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9448,S48129A,"Partial traumatic amputation at level between unspecified shoulder and elbow, initial encounter",Y,Y,,,,,,,,,234.0,,,
9449,S48129D,"Partial traumatic amputation at level between unspecified shoulder and elbow, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9450,S48911A,"Complete traumatic amputation of right shoulder and upper arm, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
9451,S48911D,"Complete traumatic amputation of right shoulder and upper arm, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9452,S48912A,"Complete traumatic amputation of left shoulder and upper arm, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
9453,S48912D,"Complete traumatic amputation of left shoulder and upper arm, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9454,S48919A,"Complete traumatic amputation of unspecified shoulder and upper arm, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
9455,S48919D,"Complete traumatic amputation of unspecified shoulder and upper arm, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9456,S48921A,"Partial traumatic amputation of right shoulder and upper arm, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
9457,S48921D,"Partial traumatic amputation of right shoulder and upper arm, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9458,S48922A,"Partial traumatic amputation of left shoulder and upper arm, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
9459,S48922D,"Partial traumatic amputation of left shoulder and upper arm, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9460,S48929A,"Partial traumatic amputation of unspecified shoulder and upper arm, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
9461,S48929D,"Partial traumatic amputation of unspecified shoulder and upper arm, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9462,S58011A,"Complete traumatic amputation at elbow level, right arm, initial encounter",Y,Y,,,,,,,,,234.0,,,
9463,S58011D,"Complete traumatic amputation at elbow level, right arm, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9464,S58012A,"Complete traumatic amputation at elbow level, left arm, initial encounter",Y,Y,,,,,,,,,234.0,,,
9465,S58012D,"Complete traumatic amputation at elbow level, left arm, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9466,S58019A,"Complete traumatic amputation at elbow level, unspecified arm, initial encounter",Y,Y,,,,,,,,,234.0,,,
9467,S58019D,"Complete traumatic amputation at elbow level, unspecified arm, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9468,S58021A,"Partial traumatic amputation at elbow level, right arm, initial encounter",Y,Y,,,,,,,,,234.0,,,
9469,S58021D,"Partial traumatic amputation at elbow level, right arm, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9470,S58022A,"Partial traumatic amputation at elbow level, left arm, initial encounter",Y,Y,,,,,,,,,234.0,,,
9471,S58022D,"Partial traumatic amputation at elbow level, left arm, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9472,S58029A,"Partial traumatic amputation at elbow level, unspecified arm, initial encounter",Y,Y,,,,,,,,,234.0,,,
9473,S58029D,"Partial traumatic amputation at elbow level, unspecified arm, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9474,S58111A,"Complete traumatic amputation at level between elbow and wrist, right arm, initial encounter",Y,Y,,,,,,,,,234.0,,,
9475,S58111D,"Complete traumatic amputation at level between elbow and wrist, right arm, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9476,S58112A,"Complete traumatic amputation at level between elbow and wrist, left arm, initial encounter",Y,Y,,,,,,,,,234.0,,,
9477,S58112D,"Complete traumatic amputation at level between elbow and wrist, left arm, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9478,S58119A,"Complete traumatic amputation at level between elbow and wrist, unspecified arm, initial encounter",Y,Y,,,,,,,,,234.0,,,
9479,S58119D,"Complete traumatic amputation at level between elbow and wrist, unspecified arm, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9480,S58121A,"Partial traumatic amputation at level between elbow and wrist, right arm, initial encounter",Y,Y,,,,,,,,,234.0,,,
9481,S58121D,"Partial traumatic amputation at level between elbow and wrist, right arm, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9482,S58122A,"Partial traumatic amputation at level between elbow and wrist, left arm, initial encounter",Y,Y,,,,,,,,,234.0,,,
9483,S58122D,"Partial traumatic amputation at level between elbow and wrist, left arm, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9484,S58129A,"Partial traumatic amputation at level between elbow and wrist, unspecified arm, initial encounter",Y,Y,,,,,,,,,234.0,,,
9485,S58129D,"Partial traumatic amputation at level between elbow and wrist, unspecified arm, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9486,S58911A,"Complete traumatic amputation of right forearm, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
9487,S58911D,"Complete traumatic amputation of right forearm, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9488,S58912A,"Complete traumatic amputation of left forearm, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
9489,S58912D,"Complete traumatic amputation of left forearm, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9490,S58919A,"Complete traumatic amputation of unspecified forearm, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
9491,S58919D,"Complete traumatic amputation of unspecified forearm, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9492,S58921A,"Partial traumatic amputation of right forearm, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
9493,S58921D,"Partial traumatic amputation of right forearm, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9494,S58922A,"Partial traumatic amputation of left forearm, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
9495,S58922D,"Partial traumatic amputation of left forearm, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9496,S58929A,"Partial traumatic amputation of unspecified forearm, level unspecified, initial encounter",Y,Y,,,,,,,,,234.0,,,
9497,S58929D,"Partial traumatic amputation of unspecified forearm, level unspecified, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9498,S68411A,"Complete traumatic amputation of right hand at wrist level, initial encounter",Y,Y,,,,,,,,,234.0,,,
9499,S68411D,"Complete traumatic amputation of right hand at wrist level, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9500,S68412A,"Complete traumatic amputation of left hand at wrist level, initial encounter",Y,Y,,,,,,,,,234.0,,,
9501,S68412D,"Complete traumatic amputation of left hand at wrist level, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9502,S68419A,"Complete traumatic amputation of unspecified hand at wrist level, initial encounter",Y,Y,,,,,,,,,234.0,,,
9503,S68419D,"Complete traumatic amputation of unspecified hand at wrist level, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9504,S68421A,"Partial traumatic amputation of right hand at wrist level, initial encounter",Y,Y,,,,,,,,,234.0,,,
9505,S68421D,"Partial traumatic amputation of right hand at wrist level, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9506,S68422A,"Partial traumatic amputation of left hand at wrist level, initial encounter",Y,Y,,,,,,,,,234.0,,,
9507,S68422D,"Partial traumatic amputation of left hand at wrist level, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9508,S68429A,"Partial traumatic amputation of unspecified hand at wrist level, initial encounter",Y,Y,,,,,,,,,234.0,,,
9509,S68429D,"Partial traumatic amputation of unspecified hand at wrist level, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9510,S68711A,"Complete traumatic transmetacarpal amputation of right hand, initial encounter",Y,Y,,,,,,,,,234.0,,,
9511,S68711D,"Complete traumatic transmetacarpal amputation of right hand, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9512,S68712A,"Complete traumatic transmetacarpal amputation of left hand, initial encounter",Y,Y,,,,,,,,,234.0,,,
9513,S68712D,"Complete traumatic transmetacarpal amputation of left hand, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9514,S68719A,"Complete traumatic transmetacarpal amputation of unspecified hand, initial encounter",Y,Y,,,,,,,,,234.0,,,
9515,S68719D,"Complete traumatic transmetacarpal amputation of unspecified hand, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9516,S68721A,"Partial traumatic transmetacarpal amputation of right hand, initial encounter",Y,Y,,,,,,,,,234.0,,,
9517,S68721D,"Partial traumatic transmetacarpal amputation of right hand, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9518,S68722A,"Partial traumatic transmetacarpal amputation of left hand, initial encounter",Y,Y,,,,,,,,,234.0,,,
9519,S68722D,"Partial traumatic transmetacarpal amputation of left hand, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9520,S68729A,"Partial traumatic transmetacarpal amputation of unspecified hand, initial encounter",Y,Y,,,,,,,,,234.0,,,
9521,S68729D,"Partial traumatic transmetacarpal amputation of unspecified hand, subsequent encounter",Y,Y,,,,,,,,,234.0,,,
9522,S72001A,"Fracture of unspecified part of neck of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9523,S72001B,"Fracture of unspecified part of neck of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9524,S72001C,"Fracture of unspecified part of neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9525,S72002A,"Fracture of unspecified part of neck of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9526,S72002B,"Fracture of unspecified part of neck of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9527,S72002C,"Fracture of unspecified part of neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9528,S72009A,"Fracture of unspecified part of neck of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9529,S72009B,"Fracture of unspecified part of neck of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9530,S72009C,"Fracture of unspecified part of neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9531,S72011A,"Unspecified intracapsular fracture of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9532,S72011B,"Unspecified intracapsular fracture of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9533,S72011C,"Unspecified intracapsular fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9534,S72012A,"Unspecified intracapsular fracture of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9535,S72012B,"Unspecified intracapsular fracture of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9536,S72012C,"Unspecified intracapsular fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9537,S72019A,"Unspecified intracapsular fracture of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9538,S72019B,"Unspecified intracapsular fracture of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9539,S72019C,"Unspecified intracapsular fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9540,S72021A,"Displaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9541,S72021B,"Displaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9542,S72021C,"Displaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9543,S72022A,"Displaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9544,S72022B,"Displaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9545,S72022C,"Displaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9546,S72023A,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9547,S72023B,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9548,S72023C,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9549,S72024A,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9550,S72024B,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9551,S72024C,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9552,S72025A,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9553,S72025B,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9554,S72025C,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9555,S72026A,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9556,S72026B,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9557,S72026C,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9558,S72031A,"Displaced midcervical fracture of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9559,S72031B,"Displaced midcervical fracture of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9560,S72031C,"Displaced midcervical fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9561,S72032A,"Displaced midcervical fracture of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9562,S72032B,"Displaced midcervical fracture of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9563,S72032C,"Displaced midcervical fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9564,S72033A,"Displaced midcervical fracture of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9565,S72033B,"Displaced midcervical fracture of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9566,S72033C,"Displaced midcervical fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9567,S72034A,"Nondisplaced midcervical fracture of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9568,S72034B,"Nondisplaced midcervical fracture of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9569,S72034C,"Nondisplaced midcervical fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9570,S72035A,"Nondisplaced midcervical fracture of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9571,S72035B,"Nondisplaced midcervical fracture of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9572,S72035C,"Nondisplaced midcervical fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9573,S72036A,"Nondisplaced midcervical fracture of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9574,S72036B,"Nondisplaced midcervical fracture of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9575,S72036C,"Nondisplaced midcervical fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9576,S72041A,"Displaced fracture of base of neck of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9577,S72041B,"Displaced fracture of base of neck of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9578,S72041C,"Displaced fracture of base of neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9579,S72042A,"Displaced fracture of base of neck of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9580,S72042B,"Displaced fracture of base of neck of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9581,S72042C,"Displaced fracture of base of neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9582,S72043A,"Displaced fracture of base of neck of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9583,S72043B,"Displaced fracture of base of neck of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9584,S72043C,"Displaced fracture of base of neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9585,S72044A,"Nondisplaced fracture of base of neck of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9586,S72044B,"Nondisplaced fracture of base of neck of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9587,S72044C,"Nondisplaced fracture of base of neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9588,S72045A,"Nondisplaced fracture of base of neck of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9589,S72045B,"Nondisplaced fracture of base of neck of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9590,S72045C,"Nondisplaced fracture of base of neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9591,S72046A,"Nondisplaced fracture of base of neck of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9592,S72046B,"Nondisplaced fracture of base of neck of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9593,S72046C,"Nondisplaced fracture of base of neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9594,S72051A,"Unspecified fracture of head of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9595,S72051B,"Unspecified fracture of head of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9596,S72051C,"Unspecified fracture of head of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9597,S72052A,"Unspecified fracture of head of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9598,S72052B,"Unspecified fracture of head of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9599,S72052C,"Unspecified fracture of head of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9600,S72059A,"Unspecified fracture of head of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9601,S72059B,"Unspecified fracture of head of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9602,S72059C,"Unspecified fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9603,S72061A,"Displaced articular fracture of head of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9604,S72061B,"Displaced articular fracture of head of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9605,S72061C,"Displaced articular fracture of head of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9606,S72062A,"Displaced articular fracture of head of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9607,S72062B,"Displaced articular fracture of head of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9608,S72062C,"Displaced articular fracture of head of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9609,S72063A,"Displaced articular fracture of head of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9610,S72063B,"Displaced articular fracture of head of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9611,S72063C,"Displaced articular fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9612,S72064A,"Nondisplaced articular fracture of head of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9613,S72064B,"Nondisplaced articular fracture of head of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9614,S72064C,"Nondisplaced articular fracture of head of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9615,S72065A,"Nondisplaced articular fracture of head of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9616,S72065B,"Nondisplaced articular fracture of head of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9617,S72065C,"Nondisplaced articular fracture of head of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9618,S72066A,"Nondisplaced articular fracture of head of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9619,S72066B,"Nondisplaced articular fracture of head of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9620,S72066C,"Nondisplaced articular fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9621,S72091A,"Other fracture of head and neck of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9622,S72091B,"Other fracture of head and neck of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9623,S72091C,"Other fracture of head and neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9624,S72092A,"Other fracture of head and neck of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9625,S72092B,"Other fracture of head and neck of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9626,S72092C,"Other fracture of head and neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9627,S72099A,"Other fracture of head and neck of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9628,S72099B,"Other fracture of head and neck of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9629,S72099C,"Other fracture of head and neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9630,S72101A,"Unspecified trochanteric fracture of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9631,S72101B,"Unspecified trochanteric fracture of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9632,S72101C,"Unspecified trochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9633,S72102A,"Unspecified trochanteric fracture of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9634,S72102B,"Unspecified trochanteric fracture of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9635,S72102C,"Unspecified trochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9636,S72109A,"Unspecified trochanteric fracture of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9637,S72109B,"Unspecified trochanteric fracture of unspecified femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9638,S72109C,"Unspecified trochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9639,S72111A,"Displaced fracture of greater trochanter of right femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9640,S72111B,"Displaced fracture of greater trochanter of right femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9641,S72111C,"Displaced fracture of greater trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9642,S72112A,"Displaced fracture of greater trochanter of left femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
9643,S72112B,"Displaced fracture of greater trochanter of left femur, initial encounter for open fracture type I or II",Y,Y,,,,,,,,,226.0,,,
9644,S72112C,"Displaced fracture of greater trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",Y,Y,,,,,,,,,226.0,,,
9645,S72113A,"Displaced fracture of greater trochanter of unspecified femur, initial encounter for closed fracture",Y,Y,,,,,,,,,226.0,,,
